provinsi,kabupaten_kota,kecamatan,kelurahan_desa,kode_pos
,kapuas hulu,putussibau utara,tanjung karang,78716
,kapuas hulu,putussibau utara,tanjung lasa,78716
,kapuas hulu,seberuang,bati,78772
,kapuas hulu,seberuang,bekuan,78772
,kapuas hulu,seberuang,belikai,78772
,kapuas hulu,seberuang,beluis harum,78772
,kapuas hulu,seberuang,emperiang,78772
,kapuas hulu,seberuang,gurung,78772
,kapuas hulu,seberuang,jerenjang,78772
,kapuas hulu,seberuang,nanga lot,78772
,kapuas hulu,seberuang,nanga pala,78772
,kapuas hulu,seberuang,pala kota,78772
,kapuas hulu,seberuang,ranyai,78772
,kapuas hulu,seberuang,sejiram,78772
,kapuas hulu,seberuang,seneban,78772
,kapuas hulu,seberuang,tajau mada,78772
,kapuas hulu,seberuang,tanjung keliling,78772
,kapuas hulu,selimbau,benuis,78765
,kapuas hulu,selimbau,dalam,78765
,kapuas hulu,selimbau,engkerengas,78765
,kapuas hulu,selimbau,gerayau,78765
,kapuas hulu,selimbau,gudang hilir,78765
,kapuas hulu,selimbau,gudang hulu,78765
,kapuas hulu,selimbau,mawan,78765
,kapuas hulu,selimbau,nanga leboyan,78765
,kapuas hulu,selimbau,nibung,78765
,kapuas hulu,selimbau,piasak hilir,78765
,kapuas hulu,selimbau,piasak hulu,78765
,kapuas hulu,selimbau,sekubah,78765
,kapuas hulu,selimbau,sekulat,78765
,kapuas hulu,selimbau,semalah,78765
,kapuas hulu,selimbau,tempurau,78765
,kapuas hulu,selimbau,titian kuala,78765
,kapuas hulu,selimbau,vega,78765
,kapuas hulu,semitau,entipan,78771
,kapuas hulu,semitau,kenepai komplek,78771
,kapuas hulu,semitau,kenerak,78771
,kapuas hulu,semitau,marsedan raya,78771
,kapuas hulu,semitau,nanga kenepai,78771
,kapuas hulu,semitau,nanga lemedak,78771
,kapuas hulu,semitau,nanga seberuang,78771
,kapuas hulu,semitau,padung kumang,78771
,kapuas hulu,semitau,sekedau,78771
,kapuas hulu,semitau,semitau hilir,78771
,kapuas hulu,semitau,semitau hulu,78771
,kapuas hulu,semitau,tua abang,78771
,kapuas hulu,silat hilir,baru,78773
,kapuas hulu,silat hilir,bongkong,78773
,kapuas hulu,silat hilir,bukit penai,78773
,kapuas hulu,silat hilir,miau merah,78773
,kapuas hulu,silat hilir,nanga nuar,78773
,kapuas hulu,silat hilir,pangeran,78773
,kapuas hulu,silat hilir,penai,78773
,kapuas hulu,silat hilir,perigi,78773
,kapuas hulu,silat hilir,rumbih,78773
,kapuas hulu,silat hilir,seberu,78773
,kapuas hulu,silat hilir,sei / sungai sena,78773
,kapuas hulu,silat hilir,sentabai,78773
,kapuas hulu,silat hilir,setunggul,78773
,kapuas hulu,silat hulu,belimbing,78774
,kapuas hulu,silat hulu,dangkan kota,78774
,kapuas hulu,silat hulu,entebi,78774
,kapuas hulu,silat hulu,landau badai,78774
,kapuas hulu,silat hulu,landau rantau,78774
,kapuas hulu,silat hulu,lebak najah,78774
,kapuas hulu,silat hulu,nanga dangkan i,78774
,kapuas hulu,silat hulu,nanga luan,78774
,kapuas hulu,silat hulu,nanga lungu,78774
,kapuas hulu,silat hulu,nanga ngeri,78774
,kapuas hulu,silat hulu,perjuk,78774
,kapuas hulu,silat hulu,riam tapang,78774
,kapuas hulu,silat hulu,selangkai,78774
,kapuas hulu,silat hulu,selimu,78774
,kapuas hulu,suhaid,jongkong hulu,78775
,kapuas hulu,suhaid,kerengas,78775
,kapuas hulu,suhaid,laut tawang,78775
,kapuas hulu,suhaid,lubuk pengail,78775
,kapuas hulu,suhaid,madang permai,78775
,kapuas hulu,suhaid,mantan,78775
,kapuas hulu,suhaid,menapar,78775
,kapuas hulu,suhaid,mensusai,78775
,kapuas hulu,suhaid,nanga suhaid,78775
,kapuas hulu,suhaid,tanjung harapan,78775
,kapuas hulu,suhaid,tanjung kapuas,78775
,karanganyar,colomadu,baturan,57171
,karanganyar,colomadu,blulukan,57174
,karanganyar,colomadu,bolon,57178
,karanganyar,colomadu,gajahan,57176
,karanganyar,colomadu,gawanan,57175
,karanganyar,colomadu,gedongan,57173
,karanganyar,colomadu,klodran,57172
,karanganyar,colomadu,malangjiwan,57177
,karanganyar,colomadu,ngasem,57179
,karanganyar,colomadu,paulan,57176
,karanganyar,colomadu,tohudan,57173
,karanganyar,gondangrejo,bulurejo,57188
,karanganyar,gondangrejo,dayu,57188
,karanganyar,gondangrejo,jatikuwung,57188
,karanganyar,gondangrejo,jeruksawit,57188
,karanganyar,gondangrejo,karangturi,57188
,karanganyar,gondangrejo,kragan,57188
,karanganyar,gondangrejo,krendowahono,57188
,karanganyar,gondangrejo,plesungan,57181
,karanganyar,gondangrejo,rejosari,57188
,karanganyar,gondangrejo,selokaton,57188
,karanganyar,gondangrejo,tuban,57188
,karanganyar,gondangrejo,wonorejo,57188
,karanganyar,gondangrejo,wonosari,57188
,karanganyar,jaten,brujul,57731
,karanganyar,jaten,dagen,57731
,karanganyar,jaten,jaten,57731
,karanganyar,jaten,jati,57731
,karanganyar,jaten,jetis,57731
,karanganyar,jaten,ngringo,57731
,karanganyar,jaten,sroyo,57731
,karanganyar,jaten,suruhkalang,57731
,karanganyar,jatipuro,jatiharjo,57784
,karanganyar,jatipuro,jatikuwung,57784
,karanganyar,jatipuro,jatimulyo,57784
,karanganyar,jatipuro,jatipuro,57784
,karanganyar,jatipuro,jatipurwo,57784
,karanganyar,jatipuro,jatiroyo,57784
,karanganyar,jatipuro,jatisobo,57784
,karanganyar,jatipuro,jatisuko,57784
,karanganyar,jatipuro,jatiwarno,57784
,karanganyar,jatipuro,ngepungsari,57784
,karanganyar,jatiyoso,beruk,57785
,karanganyar,jatiyoso,jatisawit,57785
,karanganyar,jatiyoso,jatiyoso,57785
,karanganyar,jatiyoso,karangsari,57785
,karanganyar,jatiyoso,petung,57785
,karanganyar,jatiyoso,tlobo,57785
,karanganyar,jatiyoso,wonokeling,57785
,karanganyar,jatiyoso,wonorejo,57785
,karanganyar,jatiyoso,wukirsawit,57785
,karanganyar,jenawi,anggrasmanis,57794
,karanganyar,jenawi,balong,57794
,karanganyar,jenawi,gumeng,57794
,karanganyar,jenawi,jenawi,57794
,karanganyar,jenawi,lempong,57794
,karanganyar,jenawi,menjing,57794
,karanganyar,jenawi,seloromo,57794
,karanganyar,jenawi,sidomukti,57794
,karanganyar,jenawi,trengguli,57794
,karanganyar,jumantono,blorong,57782
,karanganyar,jumantono,gemantar,57782
,karanganyar,jumantono,genengan,57782
,karanganyar,jumantono,kebak,57782
,karanganyar,jumantono,ngunut,57782
,karanganyar,jumantono,sambirejo,57782
,karanganyar,jumantono,sedayu,57782
,karanganyar,jumantono,sringin,57782
,karanganyar,jumantono,sukosari,57782
,karanganyar,jumantono,tugu,57782
,karanganyar,jumantono,tunggulrejo,57782
,karanganyar,jumapolo,bakalan,57783
,karanganyar,jumapolo,giriwondo,57783
,karanganyar,jumapolo,jatirejo,57783
,karanganyar,jumapolo,jumantoro,57783
,karanganyar,jumapolo,jumapolo,57783
,karanganyar,jumapolo,kadipiro,57716
,karanganyar,jumapolo,karangbangun,57783
,karanganyar,jumapolo,kedawung,57783
,karanganyar,jumapolo,kwangsan,57783
,karanganyar,jumapolo,lemahbang,57783
,karanganyar,jumapolo,paseban,57783
,karanganyar,jumapolo,ploso,57783
,karanganyar,karanganyar,bejen,57716
,karanganyar,karanganyar,bolong,57716
,karanganyar,karanganyar,cangakan,57712
,karanganyar,karanganyar,delingan,57716
,karanganyar,karanganyar,gayamdompo,57716
,karanganyar,karanganyar,gedong,57716
,karanganyar,karanganyar,jantiharjo,57716
,karanganyar,karanganyar,jungke,57713
,karanganyar,karanganyar,karanganyar,57711
,karanganyar,karanganyar,lalung,57716
,karanganyar,karanganyar,popongan,57715
,karanganyar,karanganyar,tegalgede,57714
,karanganyar,karangpandan,bangsri,57791
,karanganyar,karangpandan,dayu,57791
,karanganyar,karangpandan,doplang,57791
,karanganyar,karangpandan,gerdu,57791
,karanganyar,karangpandan,gondangmanis,57791
,karanganyar,karangpandan,harjosari,57715
,karanganyar,karangpandan,karang,57791
,karanganyar,karangpandan,karang pandan,57791
,karanganyar,karangpandan,ngemplak,57791
,karanganyar,karangpandan,salam,57791
,karanganyar,karangpandan,tohkuning,57791
,karanganyar,kebakkramat,alastuwo,57762
,karanganyar,kebakkramat,banjarharjo,57762
,karanganyar,kebakkramat,kaliwuluh,57762
,karanganyar,kebakkramat,kebak,57762
,karanganyar,kebakkramat,kemiri,57762
,karanganyar,kebakkramat,macanan,57762
,karanganyar,kebakkramat,malanggaten,57762
,karanganyar,kebakkramat,nangsri,57762
,karanganyar,kebakkramat,pulosari,57762
,karanganyar,kebakkramat,waru,57762
,karanganyar,kerjo,botok,57753
,karanganyar,kerjo,ganten,57753
,karanganyar,kerjo,gempolan,57753
,karanganyar,kerjo,karangrejo,57711
,karanganyar,kerjo,kuto,57753
,karanganyar,kerjo,kwadungan,57753
,karanganyar,kerjo,plosorejo,57753
,karanganyar,kerjo,sumberejo,57753
,karanganyar,kerjo,tamansari,57753
,karanganyar,kerjo,tawangsari,57753
,karanganyar,matesih,dawung,57781
,karanganyar,matesih,gantiwarno,57781
,karanganyar,matesih,girilayu,57781
,karanganyar,matesih,karangbangun,57781
,karanganyar,matesih,koripan,57781
,karanganyar,matesih,matesih,57781
,karanganyar,matesih,ngadiluwih,57781
