provinsi,kabupaten_kota,kecamatan,kelurahan_desa,kode_pos
,deli serdang,hamparan perak,tandam / tandem hilir satu,20374
,deli serdang,hamparan perak,tandam / tandem hulu dua,20374
,deli serdang,hamparan perak,tandam / tandem hulu satu,20374
,deli serdang,kutalimbaru,kuala lau bicik,20354
,deli serdang,kutalimbaru,kuta limbaru,20354
,deli serdang,kutalimbaru,lau bakeri,20354
,deli serdang,kutalimbaru,namo mirik,20354
,deli serdang,kutalimbaru,namo rube julu,20354
,deli serdang,kutalimbaru,pasar x,20354
,deli serdang,kutalimbaru,perpanden,20354
,deli serdang,kutalimbaru,sampe gita (cita),20354
,deli serdang,kutalimbaru,sawit rejo,20354
,deli serdang,kutalimbaru,sei mencirim,20354
,deli serdang,kutalimbaru,silebo lebo,20354
,deli serdang,kutalimbaru,suka dame,20354
,deli serdang,kutalimbaru,suka makmur,20354
,deli serdang,kutalimbaru,suka rende,20354
,deli serdang,labuhan deli,helvetia,20373
,deli serdang,labuhan deli,karang gading,20373
,deli serdang,labuhan deli,manunggal,20373
,deli serdang,labuhan deli,pematang johar,20373
,deli serdang,labuhan deli,telaga tujuh,20373
,deli serdang,lubuk pakam,bakaran batu,20511
,deli serdang,lubuk pakam,cemara,20517
,deli serdang,lubuk pakam,lubuk pakam i-ii,20511
,deli serdang,lubuk pakam,lubuk pakam pekan,20512
,deli serdang,lubuk pakam,lubuk pakam tiga,20516
,deli serdang,lubuk pakam,pagar jati,20518
,deli serdang,lubuk pakam,pagar merbau tiga,20515
,deli serdang,lubuk pakam,paluh kemiri,20513
,deli serdang,lubuk pakam,pasar melintang,20518
,deli serdang,lubuk pakam,petapahan,20514
,deli serdang,lubuk pakam,sekip,20517
,deli serdang,lubuk pakam,syahmad,20515
,deli serdang,lubuk pakam,tanjung garbus,20511
,deli serdang,namo rambe,batu gemuk,20356
,deli serdang,namo rambe,batu mbelin,20356
,deli serdang,namo rambe,batu penjemuran,20356
,deli serdang,namo rambe,batu rejo,20356
,deli serdang,namo rambe,bekukul,20356
,deli serdang,namo rambe,cinta rakyat,20356
,deli serdang,namo rambe,deli tua,20356
,deli serdang,namo rambe,gunung berita,20356
,deli serdang,namo rambe,gunung klawas (kelawas),20356
,deli serdang,namo rambe,jaba,20356
,deli serdang,namo rambe,jati kusuma (kesuma),20356
,deli serdang,namo rambe,kuala simeme,20356
,deli serdang,namo rambe,kuta tengah,20356
,deli serdang,namo rambe,kuta tuala (tualah),20356
,deli serdang,namo rambe,lau mulgap,20356
,deli serdang,namo rambe,lubang ido,20356
,deli serdang,namo rambe,namo batang,20356
,deli serdang,namo rambe,namo landur,20356
,deli serdang,namo rambe,namo mbarao (mbaru),20356
,deli serdang,namo rambe,namo mbelin,20356
,deli serdang,namo rambe,namo mungkur (rimo mungkur),20356
,deli serdang,namo rambe,namo pakam,20356
,deli serdang,namo rambe,namo pinang,20356
,deli serdang,namo rambe,namo rambe,20356
,deli serdang,namo rambe,rumah keben,20356
,deli serdang,namo rambe,rumah mbacang,20356
,deli serdang,namo rambe,salang tungir,20356
,deli serdang,namo rambe,silue lue,20356
,deli serdang,namo rambe,sudi rejo,20356
,deli serdang,namo rambe,suka mulia hilir,20356
,deli serdang,namo rambe,suka mulia hulu,20356
,deli serdang,namo rambe,tangkahan,20356
,deli serdang,namo rambe,tanjung selamat,20356
,deli serdang,namo rambe,timbang lawan,20356
,deli serdang,namo rambe,ujung labuhen,20356
,deli serdang,namo rambe,uruk gedang,20356
,deli serdang,pagar merbau,bandar dolok,20551
,deli serdang,pagar merbau,jati baru (sidoarjo i),20551
,deli serdang,pagar merbau,jati rejo,20551
,deli serdang,pagar merbau,pagar merbau i,20551
,deli serdang,pagar merbau,pagar merbau ii,20551
,deli serdang,pagar merbau,pasar miring (sidoarjo satu psr miring),20551
,deli serdang,pagar merbau,perbarakan,20551
,deli serdang,pagar merbau,purwodadi,20551
,deli serdang,pagar merbau,sidodadi batu delapan,20551
,deli serdang,pagar merbau,suka mulia,20551
,deli serdang,pagar merbau,sukamandi hilir,20551
,deli serdang,pagar merbau,sukamandi hulu,20551
,deli serdang,pagar merbau,sumberejo,20551
,deli serdang,pagar merbau,tanjung garbus ii,20551
,deli serdang,pagar merbau,tanjung garbus kampung,20551
,deli serdang,pagar merbau,tanjung mulia,20551
,deli serdang,pancur batu,baru (desa baru),20353
,deli serdang,pancur batu,bintang meriah,20353
,deli serdang,pancur batu,dorin tonggal (durin tunggal),20353
,deli serdang,pancur batu,durian jangak,20353
,deli serdang,pancur batu,durin simbelang a,20353
,deli serdang,pancur batu,gunung tinggi,20353
,deli serdang,pancur batu,hulu (kampung hulu),20353
,deli serdang,pancur batu,lama,20353
,deli serdang,pancur batu,namo bintang,20353
,deli serdang,pancur batu,namo riam,20353
,deli serdang,pancur batu,namo rih,20353
,deli serdang,pancur batu,namo simpur,20353
,deli serdang,pancur batu,pertampilan (pertampilen),20353
,deli serdang,pancur batu,perumnas simalingkar,20353
,deli serdang,pancur batu,salam tani,20353
,deli serdang,pancur batu,sei glugur (gelugur),20353
,deli serdang,pancur batu,sembahe baru,20353
,deli serdang,pancur batu,simalingkar a,20353
,deli serdang,pancur batu,sugou (sugau),20353
,deli serdang,pancur batu,suka raya,20353
,deli serdang,pancur batu,tanjung anom,20353
,deli serdang,pancur batu,tengah (kampung tengah),20353
,deli serdang,pancur batu,tiang layar,20353
,deli serdang,pancur batu,tuntungan i,20353
,deli serdang,pancur batu,tuntungan ii,20353
,deli serdang,pantai labu,bagan serdang,20553
,deli serdang,pantai labu,binjai bakung,20553
,deli serdang,pantai labu,denai kuala,20553
,deli serdang,pantai labu,denai lama,20553
,deli serdang,pantai labu,denai sarang burung,20553
,deli serdang,pantai labu,durian,20553
,deli serdang,pantai labu,kelambir,20553
,deli serdang,pantai labu,kubah sentang,20553
,deli serdang,pantai labu,paluh sebaji,20553
,deli serdang,pantai labu,pantai labu baru,20553
,deli serdang,pantai labu,pantai labu pekan,20553
,deli serdang,pantai labu,pematang biara,20553
,deli serdang,pantai labu,perkebunan ramonia (ramunia),20553
,deli serdang,pantai labu,ramonia i (ramunia satu),20553
,deli serdang,pantai labu,ramonia ii (ramunia dua),20553
,deli serdang,pantai labu,rantau panjang,20553
,deli serdang,pantai labu,regemuk,20553
,deli serdang,pantai labu,sei tuan,20553
,deli serdang,pantai labu,tengah (kampung tengah),20553
,deli serdang,patumbak,lantasan baru,20361
,deli serdang,patumbak,lantasan lama,20361
,deli serdang,patumbak,marindal dua,20361
,deli serdang,patumbak,marindal satu,20361
,deli serdang,patumbak,patumbak dua,20361
,deli serdang,patumbak,patumbak kampung,20361
,deli serdang,patumbak,patumbak satu,20361
,deli serdang,patumbak,sigara gara,20361
,deli serdang,percut sei tuan,amplas,20371
,deli serdang,percut sei tuan,bandar khalifah (klippa),20371
,deli serdang,percut sei tuan,bandar khalipah kebon,20371
,deli serdang,percut sei tuan,bandar setia,20371
,deli serdang,percut sei tuan,cinta damai (dame),20371
,deli serdang,percut sei tuan,cinta rakyat,20371
,deli serdang,percut sei tuan,kenangan,20371
,deli serdang,percut sei tuan,kenangan baru,20371
,deli serdang,percut sei tuan,kolam,20371
,deli serdang,percut sei tuan,laut dendang,20371
,deli serdang,percut sei tuan,medan estate,20371
,deli serdang,percut sei tuan,pematang lalang,20371
,deli serdang,percut sei tuan,percut,20371
,deli serdang,percut sei tuan,saentis,20371
,deli serdang,percut sei tuan,sampali,20371
,deli serdang,percut sei tuan,sei rotan,20371
,deli serdang,percut sei tuan,sumber rejo timur,20371
,deli serdang,percut sei tuan,tanjung rejo,20371
,deli serdang,percut sei tuan,tanjung selamat,20371
,deli serdang,percut sei tuan,tembung,20371
,deli serdang,sibolangit,bandar baru,20357
,deli serdang,sibolangit,batu layang,20357
,deli serdang,sibolangit,batu mbelin,20357
,deli serdang,sibolangit,bengkurung,20357
,deli serdang,sibolangit,betimus baru,20357
,deli serdang,sibolangit,bingkawan,20357
,deli serdang,sibolangit,buah nabar,20357
,deli serdang,sibolangit,bukum,20357
,deli serdang,sibolangit,buluh awar,20357
,deli serdang,sibolangit,cinta rakyat,20357
,deli serdang,sibolangit,durin serugun,20357
,deli serdang,sibolangit,ketangkuhen,20357
,deli serdang,sibolangit,kuala,20357
,deli serdang,sibolangit,martelu,20357
,deli serdang,sibolangit,negri gugung,20357
,deli serdang,sibolangit,puang aja,20357
,deli serdang,sibolangit,rambung baru,20357
,deli serdang,sibolangit,rumah kinangkung sp,20357
,deli serdang,sibolangit,rumah pil-pil,20357
,deli serdang,sibolangit,rumah sumbul,20357
,deli serdang,sibolangit,sala bulan,20357
,deli serdang,sibolangit,sayum sabah,20357
,deli serdang,sibolangit,sembahe,20357
,deli serdang,sibolangit,sibolangit,20357
,deli serdang,sibolangit,sikeben,20357
,deli serdang,sibolangit,suka maju,20357
,deli serdang,sibolangit,suka makmur,20357
,deli serdang,sibolangit,tambunen,20357
,deli serdang,sibolangit,tanjung beringin,20357
,deli serdang,sibolangit,ujung deleng,20357
,deli serdang,sinembah tanjung muda hilir,gunung rintis,20363
,deli serdang,sinembah tanjung muda hilir,juma / jumma tombak,20363
,deli serdang,sinembah tanjung muda hilir,kuta jurung,20363
,deli serdang,sinembah tanjung muda hilir,lau barus baru,20363
,deli serdang,sinembah tanjung muda hilir,lau rakit,20363
,deli serdang,sinembah tanjung muda hilir,lau rempah,20363
,deli serdang,sinembah tanjung muda hilir,limau mungkur,20363
,deli serdang,sinembah tanjung muda hilir,negara beringin / bringin,20363
,deli serdang,sinembah tanjung muda hilir,penungkiren,20363
,deli serdang,sinembah tanjung muda hilir,rambai,20363
,deli serdang,sinembah tanjung muda hilir,siguci,20363
,deli serdang,sinembah tanjung muda hilir,sumbul,20363
,deli serdang,sinembah tanjung muda hilir,tadukan raga,20363
,deli serdang,sinembah tanjung muda hilir,tala peta,20363
,deli serdang,sinembah tanjung muda hilir,telun kenas,20363
,deli serdang,sinembah tanjung muda hulu,bah bah buntu,20582
,deli serdang,sinembah tanjung muda hulu,durian empat mbelang,20582
,deli serdang,sinembah tanjung muda hulu,durin tinggung,20582
,deli serdang,sinembah tanjung muda hulu,gunung manumpak a,20582
,deli serdang,sinembah tanjung muda hulu,gunung manumpak b,20582
,deli serdang,sinembah tanjung muda hulu,kuta mbelin,20582
,deli serdang,sinembah tanjung muda hulu,liang muda,20582
,deli serdang,sinembah tanjung muda hulu,liang pematang,20582
,deli serdang,sinembah tanjung muda hulu,ranggitgit,20582
,deli serdang,sinembah tanjung muda hulu,rumah lengo,20582
,deli serdang,sinembah tanjung muda hulu,rumah rih,20582
,deli serdang,sinembah tanjung muda hulu,rumah sumbul,20582
,deli serdang,sinembah tanjung muda hulu,sibunga-bunga hilir,20582
,deli serdang,sinembah tanjung muda hulu,sipinggan,20582
,deli serdang,sinembah tanjung muda hulu,tanah gara hulu,20582
,deli serdang,sinembah tanjung muda hulu,tanjung bangku (bampu),20582
,deli serdang,sinembah tanjung muda hulu,tanjung muda,20582
,deli serdang,sinembah tanjung muda hulu,tanjung raja,20582
,deli serdang,sinembah tanjung muda hulu,tanjung timur,20582
,deli serdang,sinembah tanjung muda hulu,tiga juhar,20582
,deli serdang,sunggal,helvetia,20351
,deli serdang,sunggal,kampung lalang,20351
,deli serdang,sunggal,medan krio,20351
,deli serdang,sunggal,mulyo rejo,20351
,deli serdang,sunggal,paya geli,20351
,deli serdang,sunggal,puji mulyo,20351
,deli serdang,sunggal,purwodadi,20351
,deli serdang,sunggal,sei beras sekata,20351
,deli serdang,sunggal,sei mencirim,20351
,deli serdang,sunggal,sei semayang,20351
,deli serdang,sunggal,sm diski,20351
,deli serdang,sunggal,suka maju,20351
,deli serdang,sunggal,sukajadi (serba jadi),20351
,deli serdang,sunggal,tanjung gusta,20351
,deli serdang,sunggal,tanjung selamat,20351
,deli serdang,sunggal,telaga sari,20351
,deli serdang,sunggal,tunggal kanan (sungal kanan),20351
,deli serdang,tanjung morawa,aek pancur,20362
,deli serdang,tanjung morawa,bandar labuhan,20362
,deli serdang,tanjung morawa,bangun rejo,20362
,deli serdang,tanjung morawa,bangun sari,20362
,deli serdang,tanjung morawa,bangun sari baru,20362
,deli serdang,tanjung morawa,buntu badimbar (bedimbar),20362
,deli serdang,tanjung morawa,dagang kelambir,20362
,deli serdang,tanjung morawa,dagang krawan (kerawan),20362
,deli serdang,tanjung morawa,dalu x a (dalu sepuluh a),20362
,deli serdang,tanjung morawa,dalu x b (dalu sepuluh b),20362
,deli serdang,tanjung morawa,lengau serpang,20362
,deli serdang,tanjung morawa,limau manis,20362
,deli serdang,tanjung morawa,medan sinembah,20362
,deli serdang,tanjung morawa,naga timbul,20362
,deli serdang,tanjung morawa,pekan tanjung morawa,20362
,deli serdang,tanjung morawa,penara kebon / kebun,20362
,deli serdang,tanjung morawa,perdamean (perdamaian),20362
,deli serdang,tanjung morawa,punden rejo,20362
,deli serdang,tanjung morawa,sei / sungai merah,20362
,deli serdang,tanjung morawa,tanjung baru,20362
,deli serdang,tanjung morawa,tanjung morawa a,20362
,deli serdang,tanjung morawa,tanjung morawa b,20362
,deli serdang,tanjung morawa,tanjung mulia,20362
,deli serdang,tanjung morawa,telaga sari,20362
,deli serdang,tanjung morawa,ujung serdang,20362
,deli serdang,tanjung morawa,wono sari,20362
,demak,bonang,betahwalang,59552
,demak,bonang,bonangrejo,59552
,demak,bonang,gebang,59552
,demak,bonang,gebangarum,59552
,demak,bonang,jali,59552
,demak,bonang,jatimulyo,59552
,demak,bonang,jatirogo,59552
,demak,bonang,karangrejo,59552
,demak,bonang,kembangan,59511
,demak,bonang,krajanbogo,59552
,demak,bonang,margolinduk,59552
,demak,bonang,morodemak,59552
,demak,bonang,poncoharjo,59552
,demak,bonang,purworejo,59552
,demak,bonang,serangan,59552
,demak,bonang,sukodono,59552
,demak,bonang,sumberejo,59552
,demak,bonang,tlogoboyo,59552
,demak,bonang,tridonorejo,59552
,demak,bonang,weding,59552
,demak,bonang,wonosari,59552
,demak,demak,bango,59517
,demak,demak,betokan,59512
,demak,demak,bintoro,59511
,demak,demak,bolo,59517
,demak,demak,cabean,59517
,demak,demak,donorejo,59517
,demak,demak,kadilangu,59517
,demak,demak,kalicilik,59514
,demak,demak,kalikondang,59517
,demak,demak,karangmlati,59517
,demak,demak,katonsari,59516
,demak,demak,kedondong,59517
,demak,demak,mangunjiwan,59515
,demak,demak,mulyorejo,59517
,demak,demak,raji,59517
,demak,demak,sedo,59517
,demak,demak,singorejo,59513
,demak,demak,tempuran,59517
,demak,demak,turirejo,59517
,demak,dempet,balerejo,59573
,demak,dempet,baleromo,59573
,demak,dempet,botosengon,59573
,demak,dempet,brakas,59573
,demak,dempet,dempet,59573
,demak,dempet,gempoldenok,59573
,demak,dempet,harjowinangun,59573
,demak,dempet,jerukgulung,59573
,demak,dempet,karangrejo,59573
,demak,dempet,kebonsari,59573
,demak,dempet,kedungori,59573
,demak,dempet,kramat,59573
,demak,dempet,kunir,59573
,demak,dempet,kuwu,59573
,demak,dempet,merak,59573
,demak,dempet,sidomulyo,59573
,demak,gajah,banjarsari,59581
,demak,gajah,boyolali,59581
,demak,gajah,gajah,59581
,demak,gajah,gedangalas,59581
,demak,gajah,jatisono,59581
,demak,gajah,kedondong,59581
,demak,gajah,medini,59581
,demak,gajah,mlatiharjo,59581
,demak,gajah,mlekang,59581
,demak,gajah,mojosimo,59581
,demak,gajah,sambiroto,59581
,demak,gajah,sambung,59581
,demak,gajah,sarirejo,59581
,demak,gajah,surodadi,59581
,demak,gajah,tambirejo,59581
,demak,gajah,tanjunganyar,59581
,demak,gajah,tlogopandogan,59581
,demak,gajah,wilalung,59581
,demak,guntur,bakalrejo,59565
,demak,guntur,banjarejo,59565
,demak,guntur,blerong,59565
,demak,guntur,bogosari,59565
,demak,guntur,bumiharjo,59565
,demak,guntur,gaji,59565
,demak,guntur,guntur,59565
,demak,guntur,krandon,59565
,demak,guntur,pamongan,59565
,demak,guntur,sarirejo,59565
,demak,guntur,sidoharjo,59565
,demak,guntur,sidokumpul,59565
,demak,guntur,sukorejo,59565
,demak,guntur,tangkis,59565
,demak,guntur,temuroso,59565
,demak,guntur,tlogorejo,59565
,demak,guntur,tlogoweru,59565
,demak,guntur,trimulyo,59565
,demak,guntur,turitempel,59565
,demak,guntur,wonorejo,59565
,demak,karang tengah,batu,59561
,demak,karang tengah,donorejo,59561
,demak,karang tengah,dukun,59561
,demak,karang tengah,grogol,59561
,demak,karang tengah,karangsari,59561
,demak,karang tengah,karangtowo,59561
,demak,karang tengah,kedunguter,59561
,demak,karang tengah,klitih,59561
,demak,karang tengah,pidodo,59561
,demak,karang tengah,ploso,59561
,demak,karang tengah,pulosari,59561
,demak,karang tengah,rejosari,59561
,demak,karang tengah,sampang,59561
,demak,karang tengah,tambakbulusan,59561
,demak,karang tengah,wonoagung,59561
,demak,karang tengah,wonokerto,59561
,demak,karang tengah,wonowoso,59561
,demak,karanganyar,bandungrejo,59582
,demak,karanganyar,cangkring,59582
,demak,karanganyar,cangkring rembang,59582
,demak,karanganyar,jatirejo,59582
,demak,karanganyar,karanganyar,59582
,demak,karanganyar,kedungwaru kidul,59582
,demak,karanganyar,kedungwaru lor,59582
,demak,karanganyar,ketanjung,59582
,demak,karanganyar,kotakan,59582
,demak,karanganyar,ngaluran,59582
,demak,karanganyar,ngemplik wetan,59582
,demak,karanganyar,tugu lor,59582
,demak,karanganyar,tuwang,59582
,demak,karanganyar,undaan kidul,59582
,demak,karanganyar,undaan lor,59582
,demak,karanganyar,wonoketingal,59582
,demak,karanganyar,wonorejo,59582
,demak,karangawen,brambang,59566
,demak,karangawen,bumirejo,59566
,demak,karangawen,jragung,59566
,demak,karangawen,karangawen,59566
,demak,karangawen,kuripan,59566
,demak,karangawen,margohayu,59566
,demak,karangawen,pundenarum,59566
,demak,karangawen,rejosari,59566
,demak,karangawen,sido rejo,59566
,demak,karangawen,teluk,59566
,demak,karangawen,tlogorejo,59566
,demak,karangawen,wonosekar,59566
,demak,kebonagung,babad,59583
,demak,kebonagung,kebonagung,59583
,demak,kebonagung,klampok lor,59583
,demak,kebonagung,mangunan lor,59583
,demak,kebonagung,mangunrejo,59583
,demak,kebonagung,megonten,59583
,demak,kebonagung,mijen,59583
,demak,kebonagung,pilangwetan,59583
,demak,kebonagung,prigi,59583
,demak,kebonagung,sarimulyo,59583
,demak,kebonagung,soko kidul,59583
,demak,kebonagung,solowire,59583
,demak,kebonagung,tlogosih,59583
,demak,kebonagung,werdoyo,59583
,demak,mijen,bakung,59583
,demak,mijen,banteng mati,59583
,demak,mijen,bermi,59583
,demak,mijen,gempolsongo,59583
,demak,mijen,geneng,59583
,demak,mijen,jleper,59583
,demak,mijen,mijen,59583
,demak,mijen,mlaten,59583
,demak,mijen,ngegot,59583
,demak,mijen,ngelo kulon,59583
,demak,mijen,ngelo wetan,59583
,demak,mijen,pasir,59583
,demak,mijen,pecuk,59583
,demak,mijen,rejosari,59583
,demak,mijen,tanggul,59583
,demak,mranggen,bandungrejo,59567
,demak,mranggen,banyumeneng,59567
,demak,mranggen,batursari,59567
,demak,mranggen,brumbung,59567
,demak,mranggen,candisari,59567
,demak,mranggen,jamus,59567
,demak,mranggen,kalitengah,59567
,demak,mranggen,kangkung,59567
,demak,mranggen,karangsono,59567
,demak,mranggen,kebonbatur,59567
,demak,mranggen,kembangarum,59567
,demak,mranggen,menur,59567
,demak,mranggen,mranggen,59567
,demak,mranggen,ngemplak,59567
,demak,mranggen,sumberejo,59567
,demak,mranggen,tamansari,59567
,demak,mranggen,tegalarum,59567
,demak,mranggen,waru,59567
,demak,mranggen,wringin jajar,59567
,demak,sayung,banjarsari,59563
,demak,sayung,bedono,59563
,demak,sayung,bulusari,59563
,demak,sayung,dombo,59563
,demak,sayung,gemulak,59563
,demak,sayung,jetaksari,59563
,demak,sayung,kalisari,59563
,demak,sayung,karangasem,59563
,demak,sayung,loireng,59563
,demak,sayung,perampelan,59563
,demak,sayung,pilangsari,59563
,demak,sayung,purwosari,59563
,demak,sayung,sayung,59563
,demak,sayung,sidogemah,59563
,demak,sayung,sidorejo,59563
,demak,sayung,sriwulan,59563
,demak,sayung,surodadi,59563
,demak,sayung,tambakroto,59563
,demak,sayung,timbulsloko,59563
,demak,sayung,tugu,59563
,demak,wedung,babalan,59554
,demak,wedung,berahan kulon,59554
,demak,wedung,berahan wetan,59554
,demak,wedung,buko,59554
,demak,wedung,bungo,59554
,demak,wedung,jetak,59554
,demak,wedung,jungpasir,59554
,demak,wedung,jungsemi,59554
,demak,wedung,kedungkarang,59554
,demak,wedung,kedungmutih,59554
,demak,wedung,kendalasem,59554
,demak,wedung,kenduren,59554
,demak,wedung,mandung,59554
,demak,wedung,mutih kulon,59554
,demak,wedung,mutih wetan,59554
,demak,wedung,ngawen,59554
,demak,wedung,ruwit,59554
,demak,wedung,tedunan,59554
,demak,wedung,tempel,59554
,demak,wedung,wedung,59554
,demak,wonosalam,botorejo,59571
,demak,wonosalam,bunderan,59571
,demak,wonosalam,doreng,59571
,demak,wonosalam,getas,59571
,demak,wonosalam,jogoloyo,59571
,demak,wonosalam,kalianyar,59571
,demak,wonosalam,karangrejo,59571
,demak,wonosalam,karangrowo,59571
,demak,wonosalam,kendaldoyong,59571
,demak,wonosalam,kerangkulon,59571
,demak,wonosalam,kuncir,59571
,demak,wonosalam,lempuyang,59571
,demak,wonosalam,mojodemak,59571
,demak,wonosalam,mranak,59571
,demak,wonosalam,mrisen,59571
,demak,wonosalam,pilangrejo,59571
,demak,wonosalam,sido mulyo,59571
,demak,wonosalam,tlogodowo,59571
,demak,wonosalam,tlogorejo,59571
,demak,wonosalam,trengguli,59571
,demak,wonosalam,wonosalam,59571
,denpasar,denpasar barat,dauh puri,80113
,denpasar,denpasar barat,dauh puri kangin,80112
,denpasar,denpasar barat,dauh puri kauh,80113
,denpasar,denpasar barat,dauh puri klod / kelod,80114
,denpasar,denpasar barat,padangsambian,80117
,denpasar,denpasar barat,padangsambian kaja,80117
,denpasar,denpasar barat,padangsambian klod / kelod,80117
,denpasar,denpasar barat,pemecutan,80119
,denpasar,denpasar barat,pemecutan klod / kelod,80119
,denpasar,denpasar barat,tegal harum,80119
,denpasar,denpasar barat,tegal kertha,80119
,denpasar,denpasar selatan,panjer,80225
,denpasar,denpasar selatan,pedungan,80222
,denpasar,denpasar selatan,pemogan,80221
,denpasar,denpasar selatan,renon,80226
,denpasar,denpasar selatan,sanur kaja,80227
,denpasar,denpasar selatan,sanur kauh,80227
,denpasar,denpasar selatan,serangan,80229
,denpasar,denpasar selatan,sesetan,80223
,denpasar,denpasar selatan,sidakarya,80224
,denpasar,denpasar timur,dangin puri,80232
,denpasar,denpasar timur,dangin puri klod,80234
,denpasar,denpasar timur,kesiman,80237
,denpasar,denpasar timur,kesiman kertalangu,80237
,denpasar,denpasar timur,kesiman petilan,80237
,denpasar,denpasar timur,penatih,80238
,denpasar,denpasar timur,penatih dangin puri,80238
,denpasar,denpasar timur,sumerta,80235
,denpasar,denpasar timur,sumerta kaja,80236
,denpasar,denpasar timur,sumerta kauh,80236
,denpasar,denpasar timur,sumerta kelod / klod,80239
,denpasar,denpasar utara,dangin puri kaja,80231
,denpasar,denpasar utara,dangin puri kangin,80233
,denpasar,denpasar utara,dangin puri kauh,80231
,denpasar,denpasar utara,dauh puri kaja,80111
,denpasar,denpasar utara,peguyangan,80115
,denpasar,denpasar utara,peguyangan kaja,80115
,denpasar,denpasar utara,peguyangan kangin,80115
,denpasar,denpasar utara,pemecutan kaja,80118
,denpasar,denpasar utara,tonja,80239
,denpasar,denpasar utara,ubung,80116
,denpasar,denpasar utara,ubung kaja,80116
,depok,beji,beji,16421
,depok,beji,beji timur,16422
,depok,beji,kemiri muka,16423
,depok,beji,kukusan,16425
,depok,beji,pondok cina,16424
,depok,beji,tanah baru,16426
,depok,bojongsari,bojong sari (lama),16516
,depok,bojongsari,bojong sari baru,16516
,depok,bojongsari,curug,16517
,depok,bojongsari,duren mekar,16518
,depok,bojongsari,duren seribu,16518
,depok,bojongsari,pondok petir,16517
,depok,bojongsari,serua,16517
,depok,cilodong,cilodong,16414
,depok,cilodong,jatimulya,16413
,depok,cilodong,kalibaru,16414
,depok,cilodong,kalimulya,16413
,depok,cilodong,sukamaju,16415
,depok,cimanggis,cisalak pasar,16452
,depok,cimanggis,curug,16453
,depok,cimanggis,harjamukti,16454
,depok,cimanggis,mekarsari,16452
,depok,cimanggis,pasir gunung selatan,16451
,depok,cimanggis,tugu,16451
,depok,cinere,cinere,16514
,depok,cinere,gandul,16512
,depok,cinere,pangkalan jati,16513
,depok,cinere,pangkalan jati baru,16513
,depok,cipayung,bojong pondok terong,16436
,depok,cipayung,cipayung,16437
,depok,cipayung,cipayung jaya,16437
,depok,cipayung,pondokjaya,16438
,depok,cipayung,ratu jaya,16439
,depok,limo,grogol,16512
,depok,limo,krukut,16512
,depok,limo,limo,16515
,depok,limo,meruyung,16515
,depok,pancoran mas,depok,16431
,depok,pancoran mas,depok jaya,16432
,depok,pancoran mas,mampang,16433
,depok,pancoran mas,pancoran mas,16436
,depok,pancoran mas,rangkapanjaya,16435
,depok,pancoran mas,rangkapanjaya baru,16434
,depok,sawangan,bedahan,16519
,depok,sawangan,cinangka,16516
,depok,sawangan,kedaung,16516
,depok,sawangan,pasir putih,16519
,depok,sawangan,pengasihan,16518
,depok,sawangan,sawangan (lama),16511
,depok,sawangan,sawangan baru,16511
,depok,sukmajaya,abadijaya,16417
,depok,sukmajaya,baktijaya,16418
,depok,sukmajaya,cisalak,16416
,depok,sukmajaya,mekarjaya,16411
,depok,sukmajaya,sukmajaya,16412
,depok,sukmajaya,tirtajaya,16412
,depok,tapos,cilangkap,16458
,depok,tapos,cimpaeun,16459
,depok,tapos,jatijajar,16451
,depok,tapos,leuwinanggung,16456
,depok,tapos,sukamaju baru,16455
,depok,tapos,sukatani,16454
,depok,tapos,tapos,16457
,dharmasraya,asam jujuhan,alahan nan tigo,27684
,dharmasraya,asam jujuhan,lubuk besar,27684
,dharmasraya,asam jujuhan,sei / sungai limau,27684
,dharmasraya,asam jujuhan,sinamar,27684
,dharmasraya,asam jujuhan,tanjung alam,27684
,dharmasraya,koto baru,ampalu,27681
,dharmasraya,koto baru,ampang kuranji,27681
,dharmasraya,koto baru,koto baru,27681
,dharmasraya,koto baru,koto padang,27681
,dharmasraya,koto baru,padukuan,27681
,dharmasraya,koto baru,pulau mainan,27681
,dharmasraya,koto baru,sialang gaung,27681
,dharmasraya,koto baru,simalidu,27681
,dharmasraya,koto besar,abai siat,27684
,dharmasraya,koto besar,bonjol,27684
,dharmasraya,koto besar,koto besar,27684
,dharmasraya,koto besar,koto gadang,27684
,dharmasraya,koto besar,koto laweh,27684
,dharmasraya,koto besar,koto ranah,27684
,dharmasraya,koto besar,koto tinggi,27684
,dharmasraya,koto salak,ampalu,27681
,dharmasraya,koto salak,koto salak,27681
,dharmasraya,koto salak,padukuan,27681
,dharmasraya,koto salak,pulau mainan,27681
,dharmasraya,koto salak,simalidu,27681
,dharmasraya,padang laweh,batu rijal,27681
,dharmasraya,padang laweh,muaro sopan,27681
,dharmasraya,padang laweh,padang laweh,27681
,dharmasraya,padang laweh,sopan jaya,27681
,dharmasraya,pulau punjung,empat koto pulau punjung,27573
,dharmasraya,pulau punjung,gunung selasih,27573
,dharmasraya,pulau punjung,sikabau,27573
,dharmasraya,pulau punjung,sungai dareh,27573
,dharmasraya,pulau punjung,sungai kambut,27573
,dharmasraya,pulau punjung,tebing tinggi,27573
,dharmasraya,sembilan koto (ix koto),banai,27681
,dharmasraya,sembilan koto (ix koto),lubuk karak,27681
,dharmasraya,sembilan koto (ix koto),nan iv bawauah,27681
